Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,is_returned,return_probability,predicted_return
ORD00002910,PROD00002910,USER00002910,2023-07-15,,Home,482.35,5,,Not Returned,,32,Male,City54,PayPal,Express,40.16,0,0.5187797955462312,1
ORD00002911,PROD00002911,USER00002911,2024-01-30,,Books,374.06,5,,Not Returned,,50,Female,City27,Gift Card,Next-Day,35.49,0,0.52525296134498,1
ORD00002912,PROD00002912,USER00002912,2024-12-11,,Clothing,446.15,3,,Not Returned,,38,Male,City26,Credit Card,Standard,36.28,0,0.5228588417058229,1
ORD00002914,PROD00002914,USER00002914,2024-04-13,,Books,8.78,1,,Not Returned,,44,Female,City93,PayPal,Express,18.5,0,0.5193640400697443,1
ORD00002916,PROD00002916,USER00002916,2023-07-29,2024-05-06,Toys,55.94,4,Changed mind,Returned,282.0,59,Male,City68,Credit Card,Next-Day,24.59,1,0.5029998980754123,1
ORD00002917,PROD00002917,USER00002917,2024-04-06,2024-04-01,Toys,83.83,5,Defective,Returned,-5.0,19,Female,City98,Debit Card,Next-Day,16.33,1,0.5203601662786664,1
ORD00002919,PROD00002919,USER00002919,2024-05-24,2024-07-09,Books,25.46,5,Changed mind,Returned,46.0,43,Male,City7,PayPal,Standard,44.53,1,0.5563723601569711,1
ORD00002922,PROD00002922,USER00002922,2023-04-12,,Electronics,58.55,5,,Not Returned,,70,Female,City25,Gift Card,Express,28.19,0,0.5035645420116268,1
ORD00002926,PROD00002926,USER00002926,2023-11-24,,Home,194.58,2,,Not Returned,,22,Male,City96,Gift Card,Next-Day,20.95,0,0.5109430932280021,1
ORD00002932,PROD00002932,USER00002932,2024-12-07,2023-07-10,Home,494.77,1,Wrong item,Returned,-516.0,19,Female,City38,PayPal,Express,36.99,1,0.5057668363534246,1
ORD00002938,PROD00002938,USER00002938,2024-05-25,,Electronics,231.2,2,,Not Returned,,24,Female,City70,PayPal,Next-Day,46.04,0,0.5413967988020574,1
ORD00002939,PROD00002939,USER00002939,2024-03-08,,Clothing,34.48,4,,Not Returned,,22,Female,City20,Credit Card,Standard,20.67,0,0.5307942113413294,1
ORD00002943,PROD00002943,USER00002943,2024-08-10,,Books,276.31,1,,Not Returned,,24,Female,City5,PayPal,Next-Day,46.63,0,0.5473873237414493,1
ORD00002945,PROD00002945,USER00002945,2023-03-26,2024-09-18,Home,96.72,2,Not as described,Returned,542.0,70,Female,City79,PayPal,Next-Day,46.91,1,0.514211856265961,1
ORD00002948,PROD00002948,USER00002948,2024-01-21,2024-07-16,Electronics,431.94,1,Wrong item,Returned,177.0,59,Male,City90,PayPal,Next-Day,48.8,1,0.5154818844169408,1
ORD00002951,PROD00002951,USER00002951,2024-07-07,,Clothing,208.08,5,,Not Returned,,26,Female,City50,Credit Card,Standard,9.91,0,0.5158062569600542,1
ORD00002953,PROD00002953,USER00002953,2024-09-29,2024-07-28,Books,467.96,5,Not as described,Returned,-63.0,26,Female,City21,Gift Card,Next-Day,33.61,1,0.5322078931043271,1
ORD00002954,PROD00002954,USER00002954,2024-02-01,,Toys,256.75,1,,Not Returned,,35,Male,City1,PayPal,Next-Day,46.03,0,0.5000733178970478,1
ORD00002955,PROD00002955,USER00002955,2023-04-21,,Electronics,283.21,5,,Not Returned,,26,Female,City21,PayPal,Next-Day,37.05,0,0.5241746336092913,1
ORD00002956,PROD00002956,USER00002956,2024-12-29,,Clothing,379.71,2,,Not Returned,,44,Male,City30,Debit Card,Standard,35.72,0,0.513250250020563,1
ORD00002957,PROD00002957,USER00002957,2024-05-02,2024-01-25,Books,230.78,4,Not as described,Returned,-98.0,42,Male,City50,PayPal,Standard,25.38,1,0.513560711355849,1
ORD00002959,PROD00002959,USER00002959,2023-09-27,2023-09-10,Toys,10.58,4,Changed mind,Returned,-17.0,19,Male,City58,Credit Card,Next-Day,29.31,1,0.5340573698584647,1
ORD00002960,PROD00002960,USER00002960,2024-08-09,2023-11-25,Home,20.61,4,Wrong item,Returned,-258.0,34,Male,City51,Gift Card,Standard,34.08,1,0.5227850936026813,1
ORD00002961,PROD00002961,USER00002961,2023-04-10,,Books,386.65,5,,Not Returned,,31,Male,City17,Gift Card,Express,39.77,0,0.5426199689253723,1
ORD00002962,PROD00002962,USER00002962,2023-03-09,2024-06-14,Clothing,183.43,2,Changed mind,Returned,463.0,23,Male,City80,Credit Card,Express,35.28,1,0.5573197273320585,1
ORD00002963,PROD00002963,USER00002963,2023-06-13,2023-10-05,Clothing,37.68,5,Not as described,Returned,114.0,31,Male,City61,Gift Card,Next-Day,3.56,1,0.5044470232255355,1
ORD00002965,PROD00002965,USER00002965,2023-01-13,2023-10-12,Home,200.16,4,Wrong item,Returned,272.0,25,Male,City54,Debit Card,Next-Day,43.39,1,0.54372545423267,1
ORD00002967,PROD00002967,USER00002967,2024-03-14,,Clothing,169.89,5,,Not Returned,,30,Female,City33,PayPal,Next-Day,24.8,0,0.5191408381901577,1
ORD00002969,PROD00002969,USER00002969,2023-05-15,2023-01-31,Electronics,51.32,1,Changed mind,Returned,-104.0,41,Female,City85,Gift Card,Standard,38.84,1,0.5301805800659762,1
ORD00002970,PROD00002970,USER00002970,2023-12-07,2024-09-16,Home,491.33,5,Defective,Returned,284.0,58,Male,City93,Credit Card,Standard,47.06,1,0.530761160402155,1
ORD00002971,PROD00002971,USER00002971,2024-06-17,,Electronics,312.73,5,,Not Returned,,67,Female,City94,Gift Card,Express,39.76,0,0.5269186635200446,1
ORD00002973,PROD00002973,USER00002973,2023-05-21,,Books,199.03,3,,Not Returned,,60,Male,City26,PayPal,Standard,39.74,0,0.5154487009972137,1
ORD00002974,PROD00002974,USER00002974,2024-11-16,,Books,415.42,5,,Not Returned,,34,Male,City54,Debit Card,Standard,20.1,0,0.5185150835225435,1
ORD00002975,PROD00002975,USER00002975,2023-04-03,,Electronics,292.33,5,,Not Returned,,44,Female,City84,Credit Card,Next-Day,8.14,0,0.5021167348748932,1
ORD00002976,PROD00002976,USER00002976,2023-11-01,2024-04-03,Electronics,312.45,4,Wrong item,Returned,154.0,68,Male,City17,Debit Card,Next-Day,44.88,1,0.5138814621120559,1
ORD00002977,PROD00002977,USER00002977,2024-01-21,2024-04-03,Books,250.32,4,Changed mind,Returned,73.0,70,Male,City25,Credit Card,Standard,24.45,1,0.5050676465827243,1
ORD00002979,PROD00002979,USER00002979,2024-06-20,,Home,28.14,3,,Not Returned,,67,Male,City93,Gift Card,Next-Day,35.29,0,0.5133771945001008,1
ORD00002981,PROD00002981,USER00002981,2023-01-25,2024-07-19,Electronics,156.65,2,Defective,Returned,541.0,51,Female,City71,PayPal,Next-Day,42.82,1,0.523504776981607,1
ORD00002982,PROD00002982,USER00002982,2023-08-30,,Clothing,255.03,3,,Not Returned,,29,Female,City9,Gift Card,Standard,37.57,0,0.5424957707008343,1
ORD00002983,PROD00002983,USER00002983,2024-10-16,2023-10-14,Books,385.22,2,Not as described,Returned,-368.0,31,Male,City91,Gift Card,Next-Day,39.91,1,0.5461355035475588,1
ORD00002987,PROD00002987,USER00002987,2024-01-12,2023-03-20,Home,310.55,5,Not as described,Returned,-298.0,19,Female,City84,Credit Card,Express,0.83,1,0.5022242459449663,1
ORD00002989,PROD00002989,USER00002989,2023-08-28,,Books,206.72,5,,Not Returned,,65,Female,City79,Debit Card,Next-Day,15.1,0,0.511042375550056,1
ORD00002990,PROD00002990,USER00002990,2023-10-10,,Books,240.84,1,,Not Returned,,46,Female,City85,PayPal,Next-Day,31.79,0,0.5221467710310367,1
ORD00002991,PROD00002991,USER00002991,2024-02-25,,Books,283.8,1,,Not Returned,,51,Female,City36,PayPal,Next-Day,40.69,0,0.5189468492183784,1
ORD00002992,PROD00002992,USER00002992,2024-10-20,,Toys,181.49,1,,Not Returned,,44,Male,City82,PayPal,Next-Day,40.05,0,0.5056971308757705,1
ORD00002993,PROD00002993,USER00002993,2024-09-03,2024-05-25,Clothing,368.99,1,Wrong item,Returned,-101.0,29,Male,City12,Debit Card,Next-Day,29.33,1,0.5098305621763449,1
ORD00002995,PROD00002995,USER00002995,2024-05-05,2024-05-17,Books,17.47,1,Defective,Returned,12.0,23,Male,City78,Debit Card,Standard,30.5,1,0.5486136907394557,1
ORD00002996,PROD00002996,USER00002996,2024-09-20,2023-02-08,Books,159.99,1,Defective,Returned,-590.0,34,Male,City100,Gift Card,Express,48.73,1,0.5481839755377161,1
ORD00002997,PROD00002997,USER00002997,2023-05-11,2023-03-09,Clothing,86.58,4,Changed mind,Returned,-63.0,62,Female,City23,PayPal,Standard,37.52,1,0.5120061790598323,1
ORD00002998,PROD00002998,USER00002998,2024-12-04,2024-08-10,Home,136.93,5,Changed mind,Returned,-116.0,24,Male,City92,Credit Card,Express,43.52,1,0.5678554992761005,1
ORD00002999,PROD00002999,USER00002999,2023-12-05,2024-05-28,Home,168.22,4,Not as described,Returned,175.0,23,Male,City25,PayPal,Next-Day,45.64,1,0.5319024319814928,1
ORD00003000,PROD00003000,USER00003000,2024-03-31,,Electronics,211.2,2,,Not Returned,,39,Female,City72,PayPal,Next-Day,30.41,0,0.5110829658947402,1
ORD00003001,PROD00003001,USER00003001,2023-09-10,,Clothing,11.25,5,,Not Returned,,29,Male,City73,PayPal,Next-Day,17.45,0,0.5237661981796206,1
ORD00003003,PROD00003003,USER00003003,2023-03-17,,Home,459.66,5,,Not Returned,,46,Female,City83,Credit Card,Next-Day,48.74,0,0.5441470408121468,1
ORD00003005,PROD00003005,USER00003005,2023-08-02,2024-08-02,Home,426.01,3,Not as described,Returned,366.0,49,Female,City23,Credit Card,Standard,41.11,1,0.5091842991256247,1
ORD00003006,PROD00003006,USER00003006,2023-07-12,,Toys,317.45,5,,Not Returned,,50,Female,City93,PayPal,Standard,44.29,0,0.5158812668636175,1
ORD00003007,PROD00003007,USER00003007,2023-07-24,2024-06-11,Toys,297.13,5,Wrong item,Returned,323.0,27,Male,City36,Debit Card,Next-Day,42.7,1,0.529207560435663,1
ORD00003009,PROD00003009,USER00003009,2024-11-28,2023-08-05,Books,311.99,3,Defective,Returned,-481.0,31,Male,City35,PayPal,Express,32.4,1,0.5270940307962838,1
ORD00003010,PROD00003010,USER00003010,2024-09-01,,Home,29.09,3,,Not Returned,,35,Male,City40,Gift Card,Next-Day,48.75,0,0.5404094876969356,1
ORD00003013,PROD00003013,USER00003013,2023-04-14,2024-02-05,Electronics,199.31,3,Defective,Returned,297.0,51,Male,City71,Credit Card,Express,25.76,1,0.5196969600544687,1
ORD00003014,PROD00003014,USER00003014,2024-04-12,,Electronics,118.75,1,,Not Returned,,28,Female,City4,PayPal,Standard,26.83,0,0.5024156930091869,1
ORD00003015,PROD00003015,USER00003015,2023-11-20,,Electronics,398.15,3,,Not Returned,,32,Female,City26,Credit Card,Standard,46.34,0,0.5364645590579404,1
ORD00003017,PROD00003017,USER00003017,2024-02-15,2023-01-27,Books,243.32,5,Changed mind,Returned,-384.0,58,Male,City30,Debit Card,Express,23.73,1,0.5176913152380401,1
ORD00003018,PROD00003018,USER00003018,2024-02-11,,Home,216.48,1,,Not Returned,,47,Male,City61,Debit Card,Next-Day,36.02,0,0.5105913815602872,1
ORD00003020,PROD00003020,USER00003020,2023-06-06,2023-05-24,Home,368.74,5,Changed mind,Returned,-13.0,55,Female,City64,Gift Card,Express,31.18,1,0.5053900883162512,1
ORD00003021,PROD00003021,USER00003021,2023-02-24,,Clothing,153.62,4,,Not Returned,,24,Male,City82,Debit Card,Express,9.89,0,0.5233689588403022,1
ORD00003022,PROD00003022,USER00003022,2023-12-18,,Clothing,470.81,3,,Not Returned,,21,Female,City35,PayPal,Express,46.02,0,0.5396179651542958,1
ORD00003023,PROD00003023,USER00003023,2024-09-27,2024-03-18,Home,225.51,5,Defective,Returned,-193.0,30,Female,City68,Gift Card,Next-Day,45.56,1,0.5446479857823447,1
ORD00003024,PROD00003024,USER00003024,2023-11-02,,Clothing,416.7,3,,Not Returned,,39,Female,City43,PayPal,Next-Day,43.18,0,0.5251307798888641,1
ORD00003026,PROD00003026,USER00003026,2023-02-05,2024-06-04,Clothing,382.73,5,Defective,Returned,485.0,55,Male,City30,Credit Card,Next-Day,24.78,1,0.5097492572593821,1
ORD00003027,PROD00003027,USER00003027,2024-10-14,2023-07-02,Books,386.45,3,Defective,Returned,-470.0,65,Male,City31,Gift Card,Standard,48.99,1,0.524553593009065,1
ORD00003028,PROD00003028,USER00003028,2023-01-02,2023-11-02,Home,309.24,2,Changed mind,Returned,304.0,26,Male,City52,Credit Card,Express,34.78,1,0.5282159000608441,1
ORD00003029,PROD00003029,USER00003029,2023-04-14,,Electronics,361.52,3,,Not Returned,,24,Male,City32,Debit Card,Express,26.87,0,0.5168128007970136,1
ORD00003034,PROD00003034,USER00003034,2024-11-26,2024-06-23,Books,27.96,4,Changed mind,Returned,-156.0,67,Male,City10,Credit Card,Next-Day,20.07,1,0.5099237570067213,1
ORD00003035,PROD00003035,USER00003035,2024-02-25,2024-07-19,Books,495.26,3,Wrong item,Returned,145.0,55,Male,City63,Gift Card,Next-Day,36.95,1,0.519590871789319,1
ORD00003036,PROD00003036,USER00003036,2023-09-24,,Books,443.42,1,,Not Returned,,63,Male,City84,Credit Card,Standard,29.59,0,0.5119485138333375,1
ORD00003037,PROD00003037,USER00003037,2023-08-02,,Clothing,364.71,3,,Not Returned,,52,Male,City90,Credit Card,Next-Day,18.81,0,0.5106286996480488,1
ORD00003038,PROD00003038,USER00003038,2024-05-22,2023-07-18,Clothing,193.4,5,Defective,Returned,-309.0,22,Female,City98,PayPal,Next-Day,23.51,1,0.5357540447542959,1
ORD00003039,PROD00003039,USER00003039,2023-11-27,2024-07-17,Electronics,495.08,4,Changed mind,Returned,233.0,39,Male,City11,Debit Card,Standard,44.98,1,0.5196003680138547,1
ORD00003040,PROD00003040,USER00003040,2024-02-24,,Electronics,6.96,2,,Not Returned,,33,Female,City61,Gift Card,Express,20.46,0,0.5156423190476613,1
ORD00003041,PROD00003041,USER00003041,2023-09-12,2023-04-01,Home,193.67,1,Changed mind,Returned,-164.0,64,Female,City12,Gift Card,Express,47.01,1,0.5047290485835559,1
ORD00003042,PROD00003042,USER00003042,2023-03-27,2023-12-16,Electronics,247.07,2,Changed mind,Returned,264.0,46,Female,City26,Credit Card,Next-Day,38.22,1,0.5226664938466821,1
ORD00003044,PROD00003044,USER00003044,2023-10-10,,Electronics,443.95,5,,Not Returned,,27,Male,City55,Gift Card,Next-Day,35.67,0,0.5268963980357978,1
ORD00003045,PROD00003045,USER00003045,2024-03-20,,Books,340.54,2,,Not Returned,,18,Male,City36,Credit Card,Standard,17.35,0,0.5189954103696827,1
ORD00003046,PROD00003046,USER00003046,2024-08-22,,Clothing,419.6,5,,Not Returned,,50,Male,City1,Gift Card,Express,29.3,0,0.5051960020637023,1
ORD00003047,PROD00003047,USER00003047,2023-06-05,,Books,493.5,4,,Not Returned,,68,Female,City41,Gift Card,Express,34.59,0,0.5112690393409988,1
ORD00003048,PROD00003048,USER00003048,2023-04-28,2023-11-11,Books,179.73,3,Changed mind,Returned,197.0,24,Female,City67,Debit Card,Express,1.72,1,0.5124316164948642,1
ORD00003049,PROD00003049,USER00003049,2024-06-13,2024-09-25,Electronics,355.57,2,Defective,Returned,104.0,58,Female,City94,Credit Card,Next-Day,49.26,1,0.54182296151543,1
ORD00003051,PROD00003051,USER00003051,2023-07-05,2024-03-17,Electronics,433.64,5,Wrong item,Returned,256.0,20,Male,City40,Debit Card,Next-Day,49.28,1,0.5532513975175868,1
ORD00003054,PROD00003054,USER00003054,2024-05-30,,Books,414.61,4,,Not Returned,,55,Male,City67,Gift Card,Standard,31.43,0,0.5157631947477267,1
ORD00003058,PROD00003058,USER00003058,2024-12-21,2023-12-10,Books,360.38,2,Wrong item,Returned,-377.0,42,Male,City73,Credit Card,Next-Day,40.44,1,0.5481456372068622,1
ORD00003059,PROD00003059,USER00003059,2024-04-09,2024-01-11,Electronics,278.29,3,Wrong item,Returned,-89.0,24,Female,City35,Debit Card,Next-Day,22.99,1,0.5129891301453491,1
ORD00003064,PROD00003064,USER00003064,2024-10-28,2023-12-15,Clothing,245.25,3,Defective,Returned,-318.0,59,Male,City90,Debit Card,Standard,20.72,1,0.5050030989541339,1
ORD00003065,PROD00003065,USER00003065,2024-03-18,,Electronics,66.58,2,,Not Returned,,24,Male,City51,Debit Card,Express,49.9,0,0.5627520803220016,1
ORD00003066,PROD00003066,USER00003066,2024-03-09,,Clothing,88.2,4,,Not Returned,,19,Male,City99,PayPal,Standard,30.7,0,0.5445236186040374,1
ORD00003067,PROD00003067,USER00003067,2023-04-28,2023-06-18,Home,196.03,2,Not as described,Returned,51.0,26,Female,City34,Gift Card,Standard,39.07,1,0.5180572830498406,1
ORD00003071,PROD00003071,USER00003071,2024-03-13,,Books,23.79,1,,Not Returned,,32,Male,City27,PayPal,Next-Day,49.21,0,0.5504353350299487,1
ORD00003072,PROD00003072,USER00003072,2024-02-24,,Toys,207.7,1,,Not Returned,,66,Female,City86,Credit Card,Next-Day,36.67,0,0.504784346948564,1
ORD00003077,PROD00003077,USER00003077,2023-06-05,,Electronics,213.99,4,,Not Returned,,38,Female,City83,Credit Card,Express,14.24,0,0.5177386817909312,1
ORD00003078,PROD00003078,USER00003078,2024-11-22,2024-04-10,Home,87.42,2,Wrong item,Returned,-226.0,40,Male,City46,Debit Card,Express,37.04,1,0.5250871539317736,1
ORD00003079,PROD00003079,USER00003079,2023-07-10,,Books,308.61,1,,Not Returned,,47,Female,City32,PayPal,Standard,40.48,0,0.5157950722237143,1
ORD00003082,PROD00003082,USER00003082,2023-08-01,2023-08-29,Books,107.8,5,Changed mind,Returned,28.0,23,Female,City61,PayPal,Standard,21.37,1,0.5315723913510166,1
ORD00003085,PROD00003085,USER00003085,2024-04-11,,Books,106.5,4,,Not Returned,,29,Female,City13,Credit Card,Next-Day,32.99,0,0.5503753528789647,1
ORD00003086,PROD00003086,USER00003086,2024-03-04,,Clothing,423.3,4,,Not Returned,,22,Female,City46,PayPal,Standard,36.02,0,0.5255977371864674,1
ORD00003087,PROD00003087,USER00003087,2024-03-26,2024-01-21,Electronics,385.46,4,Defective,Returned,-65.0,28,Female,City83,PayPal,Express,28.35,1,0.5202676481762974,1
ORD00003088,PROD00003088,USER00003088,2024-04-26,,Clothing,306.76,5,,Not Returned,,48,Male,City1,Credit Card,Express,15.21,0,0.502091721804303,1
ORD00003089,PROD00003089,USER00003089,2024-10-06,,Books,396.39,4,,Not Returned,,22,Male,City63,Debit Card,Next-Day,48.82,0,0.5695797057389799,1
ORD00003095,PROD00003095,USER00003095,2023-10-12,,Toys,187.55,4,,Not Returned,,29,Female,City82,PayPal,Express,46.39,0,0.5383460453850926,1
ORD00003097,PROD00003097,USER00003097,2024-03-20,2023-06-17,Books,438.14,5,Changed mind,Returned,-277.0,63,Female,City96,Credit Card,Next-Day,47.76,1,0.5585740178376734,1
ORD00003104,PROD00003104,USER00003104,2023-03-30,,Books,329.6,4,,Not Returned,,29,Male,City100,PayPal,Express,17.34,0,0.5038669432553945,1
ORD00003105,PROD00003105,USER00003105,2024-01-22,,Home,49.43,5,,Not Returned,,70,Male,City45,PayPal,Express,32.98,0,0.5010752433092125,1
ORD00003106,PROD00003106,USER00003106,2024-12-17,2023-04-11,Home,47.29,2,Not as described,Returned,-616.0,28,Male,City87,Debit Card,Standard,18.85,1,0.5104291128895233,1
ORD00003108,PROD00003108,USER00003108,2023-06-20,,Home,267.0,1,,Not Returned,,29,Female,City49,PayPal,Express,39.75,0,0.5155174102889806,1
ORD00003110,PROD00003110,USER00003110,2023-09-01,2024-03-03,Home,232.39,3,Defective,Returned,184.0,37,Male,City81,Credit Card,Standard,22.73,1,0.5103757775322346,1
ORD00003118,PROD00003118,USER00003118,2024-12-21,,Books,403.77,1,,Not Returned,,36,Male,City1,Gift Card,Express,43.75,0,0.5293332567102321,1
ORD00003119,PROD00003119,USER00003119,2024-03-28,,Electronics,74.64,5,,Not Returned,,44,Male,City15,Debit Card,Next-Day,19.87,0,0.5057690807907683,1
ORD00003120,PROD00003120,USER00003120,2024-02-20,2023-01-09,Clothing,56.83,1,Wrong item,Returned,-407.0,57,Female,City93,Debit Card,Next-Day,24.97,1,0.5186775085347648,1
ORD00003121,PROD00003121,USER00003121,2024-10-08,2024-01-02,Home,471.31,3,Wrong item,Returned,-280.0,18,Female,City39,Credit Card,Express,40.97,1,0.5365975152515113,1
ORD00003122,PROD00003122,USER00003122,2024-08-18,,Electronics,151.09,1,,Not Returned,,42,Male,City81,Credit Card,Next-Day,29.13,0,0.5241717412705225,1
ORD00003125,PROD00003125,USER00003125,2024-10-15,2024-01-03,Home,430.76,2,Defective,Returned,-286.0,68,Male,City49,Credit Card,Express,42.55,1,0.5075315083799647,1
ORD00003126,PROD00003126,USER00003126,2024-02-22,2024-07-06,Home,67.58,4,Wrong item,Returned,135.0,45,Female,City66,PayPal,Next-Day,35.35,1,0.5181454516341739,1
ORD00003127,PROD00003127,USER00003127,2024-12-03,,Home,448.39,5,,Not Returned,,29,Male,City29,Gift Card,Next-Day,46.16,0,0.5269831898648415,1
ORD00003128,PROD00003128,USER00003128,2023-09-11,2023-08-03,Books,225.97,5,Not as described,Returned,-39.0,32,Male,City59,Credit Card,Standard,48.77,1,0.5747641883297213,1
ORD00003130,PROD00003130,USER00003130,2024-02-18,2024-01-26,Clothing,76.05,4,Wrong item,Returned,-23.0,28,Male,City63,PayPal,Standard,36.01,1,0.5391214916284691,1
ORD00003131,PROD00003131,USER00003131,2024-05-22,,Clothing,370.92,4,,Not Returned,,33,Female,City62,Gift Card,Next-Day,45.99,0,0.5478686957906104,1
ORD00003135,PROD00003135,USER00003135,2023-03-13,2023-05-30,Books,395.81,5,Not as described,Returned,78.0,18,Male,City17,Debit Card,Next-Day,5.97,1,0.5040526222068683,1
ORD00003136,PROD00003136,USER00003136,2023-06-10,2023-08-27,Clothing,262.1,2,Changed mind,Returned,78.0,24,Male,City74,Gift Card,Express,14.09,1,0.5107545330838825,1
ORD00003137,PROD00003137,USER00003137,2024-05-12,,Electronics,305.49,2,,Not Returned,,47,Female,City94,Debit Card,Next-Day,32.81,0,0.5216710395716436,1
ORD00003140,PROD00003140,USER00003140,2023-07-12,,Books,413.1,2,,Not Returned,,50,Male,City14,Debit Card,Next-Day,43.76,0,0.526992836227363,1
ORD00003141,PROD00003141,USER00003141,2023-08-25,2024-04-27,Books,292.89,5,Not as described,Returned,246.0,59,Female,City22,Debit Card,Standard,37.65,1,0.5272431946102112,1
ORD00003142,PROD00003142,USER00003142,2024-11-20,2024-03-26,Clothing,496.23,3,Wrong item,Returned,-239.0,29,Male,City46,PayPal,Standard,49.69,1,0.5333205985647196,1
ORD00003143,PROD00003143,USER00003143,2023-08-05,2024-03-17,Electronics,106.75,5,Not as described,Returned,225.0,33,Male,City68,Debit Card,Standard,22.74,1,0.5237350425120915,1
ORD00003144,PROD00003144,USER00003144,2024-05-24,2024-12-12,Clothing,194.65,4,Defective,Returned,202.0,33,Female,City73,PayPal,Express,27.54,1,0.5292890160657521,1
ORD00003147,PROD00003147,USER00003147,2024-05-25,,Home,11.85,4,,Not Returned,,37,Female,City90,PayPal,Next-Day,36.1,0,0.5319892890070889,1
ORD00003148,PROD00003148,USER00003148,2023-09-08,2024-10-28,Clothing,327.87,3,Changed mind,Returned,416.0,39,Male,City74,Credit Card,Express,32.8,1,0.5399324155817223,1
ORD00003149,PROD00003149,USER00003149,2024-07-02,2023-10-29,Clothing,235.97,4,Not as described,Returned,-247.0,60,Female,City87,Gift Card,Express,44.94,1,0.5443599588030926,1
ORD00003150,PROD00003150,USER00003150,2023-12-06,,Books,23.32,3,,Not Returned,,51,Male,City60,Debit Card,Express,15.37,0,0.5192939123374841,1
ORD00003152,PROD00003152,USER00003152,2023-07-14,2024-10-27,Toys,22.98,3,Not as described,Returned,471.0,18,Female,City82,Debit Card,Express,47.91,1,0.5617283603815107,1
ORD00003153,PROD00003153,USER00003153,2024-05-15,,Electronics,96.0,4,,Not Returned,,23,Male,City99,PayPal,Next-Day,48.65,0,0.5631129151660869,1
ORD00003154,PROD00003154,USER00003154,2024-04-04,2024-02-04,Clothing,453.48,4,Wrong item,Returned,-60.0,49,Female,City86,Credit Card,Next-Day,39.18,1,0.5412882127375345,1
ORD00003155,PROD00003155,USER00003155,2023-11-21,,Toys,491.26,3,,Not Returned,,20,Female,City86,Credit Card,Express,34.08,0,0.5277829168645856,1
ORD00003156,PROD00003156,USER00003156,2023-04-27,2023-10-26,Books,282.74,1,Defective,Returned,182.0,38,Male,City75,PayPal,Standard,49.66,1,0.5440038993057618,1
ORD00003157,PROD00003157,USER00003157,2023-03-08,,Books,358.35,1,,Not Returned,,62,Male,City86,Debit Card,Express,49.89,0,0.5468471248054332,1
ORD00003160,PROD00003160,USER00003160,2024-11-16,2024-01-19,Electronics,185.62,5,Defective,Returned,-302.0,60,Female,City87,Gift Card,Next-Day,49.41,1,0.5451709116530993,1
ORD00003161,PROD00003161,USER00003161,2024-08-26,2024-10-30,Home,381.27,4,Defective,Returned,65.0,63,Female,City58,PayPal,Next-Day,48.04,1,0.510253814200872,1
ORD00003163,PROD00003163,USER00003163,2024-09-18,2023-12-31,Electronics,317.13,3,Wrong item,Returned,-262.0,25,Male,City23,Gift Card,Express,46.35,1,0.5382707208848254,1
ORD00003164,PROD00003164,USER00003164,2024-11-28,2023-10-01,Electronics,25.93,4,Changed mind,Returned,-424.0,21,Female,City78,Debit Card,Express,43.49,1,0.5707322926887566,1
ORD00003166,PROD00003166,USER00003166,2024-12-19,,Books,340.82,3,,Not Returned,,55,Male,City46,PayPal,Next-Day,27.6,0,0.5032061936232867,1
ORD00003168,PROD00003168,USER00003168,2024-02-03,2024-04-06,Books,391.13,3,Changed mind,Returned,63.0,68,Male,City32,PayPal,Next-Day,36.87,1,0.5032760560245313,1
ORD00003169,PROD00003169,USER00003169,2024-05-06,,Books,303.13,4,,Not Returned,,57,Male,City90,Debit Card,Express,10.13,0,0.5065133661849593,1
ORD00003171,PROD00003171,USER00003171,2024-04-21,2024-11-07,Clothing,10.95,4,Not as described,Returned,200.0,39,Male,City76,Debit Card,Standard,17.04,1,0.5219374839492178,1
ORD00003172,PROD00003172,USER00003172,2023-10-25,,Electronics,274.22,5,,Not Returned,,62,Male,City18,PayPal,Next-Day,43.41,0,0.509514221793766,1
ORD00003173,PROD00003173,USER00003173,2023-12-14,,Books,71.21,2,,Not Returned,,48,Male,City44,Gift Card,Next-Day,14.0,0,0.5011196146351449,1
ORD00003174,PROD00003174,USER00003174,2023-07-29,2024-05-10,Clothing,179.91,5,Defective,Returned,286.0,53,Male,City66,Gift Card,Express,45.37,1,0.549132684728019,1
ORD00003178,PROD00003178,USER00003178,2023-01-22,,Books,86.56,5,,Not Returned,,55,Female,City100,PayPal,Express,37.16,0,0.5307713846658448,1
ORD00003179,PROD00003179,USER00003179,2024-08-29,2024-03-27,Books,68.68,1,Changed mind,Returned,-155.0,24,Female,City37,PayPal,Express,17.57,1,0.5151791655462341,1
ORD00003183,PROD00003183,USER00003183,2024-10-19,,Clothing,81.14,2,,Not Returned,,30,Male,City39,PayPal,Express,25.62,0,0.5175635368683268,1
ORD00003184,PROD00003184,USER00003184,2023-01-29,,Toys,399.67,5,,Not Returned,,39,Female,City95,Debit Card,Standard,38.08,0,0.5218718064453939,1
ORD00003185,PROD00003185,USER00003185,2024-08-21,,Toys,377.86,3,,Not Returned,,54,Male,City7,Gift Card,Next-Day,41.34,0,0.5025578160932894,1
